district,year_month,demand_enrolments,demand_updates,demand_total
Mau,2025-01,206,72,278
Mau,2025-02,330,115,445
Mau,2025-03,206,72,278
Mau,2025-04,188,66,254
Mau,2025-05,203,71,274
Mau,2025-06,188,66,254
Mau,2025-07,95,33,128
Mau,2025-08,239,84,323
Mau,2025-09,237,83,320
Mau,2025-10,272,95,367
Mau,2025-11,250,88,338
Mau,2025-12,218,76,294
Mauganj,2025-01,8,3,11
Mauganj,2025-02,14,5,19
Mauganj,2025-03,16,6,22
Mauganj,2025-04,9,3,12
Mauganj,2025-05,8,3,11
Mauganj,2025-06,6,2,8
Mauganj,2025-07,10,4,14
Mauganj,2025-08,13,5,18
Mauganj,2025-09,15,5,20
Mauganj,2025-10,4,1,5
Mauganj,2025-11,4,1,5
Mauganj,2025-12,18,6,24
Mayiladuthurai,2025-01,20,7,27
Mayiladuthurai,2025-02,18,6,24
Mayiladuthurai,2025-03,20,7,27
Mayiladuthurai,2025-04,13,5,18
Mayiladuthurai,2025-05,5,2,7
Mayiladuthurai,2025-06,8,3,11
Mayiladuthurai,2025-07,10,4,14
Mayiladuthurai,2025-08,15,5,20
Mayiladuthurai,2025-09,15,5,20
Mayiladuthurai,2025-10,17,6,23
Mayiladuthurai,2025-11,20,7,27
Mayiladuthurai,2025-12,12,4,16
Mayurbhanj,2025-01,714,250,964
Mayurbhanj,2025-02,794,278,1072
Mayurbhanj,2025-03,390,138,528
Mayurbhanj,2025-04,364,128,492
Mayurbhanj,2025-05,408,142,550
Mayurbhanj,2025-06,516,180,696
Mayurbhanj,2025-07,98,34,132
Mayurbhanj,2025-08,734,256,990
Mayurbhanj,2025-09,742,260,1002
Mayurbhanj,2025-10,656,230,886
Mayurbhanj,2025-11,546,192,738
Mayurbhanj,2025-12,530,186,716
Medak,2025-01,524,184,708
Medak,2025-02,978,342,1320
Medak,2025-03,610,214,824
Medak,2025-04,346,120,466
Medak,2025-05,196,70,266
Medak,2025-06,464,164,628
Medak,2025-07,222,78,300
Medak,2025-08,676,238,914
Medak,2025-09,726,254,980
Medak,2025-10,676,238,914
Medak,2025-11,384,134,518
Medak,2025-12,602,212,814
Medchal Malkajgiri,2025-01,704,246,950
Medchal-malkajgiri,2025-01,192,67,259
Medchal-malkajgiri,2025-02,219,77,296
Medchal-malkajgiri,2025-03,96,34,130
Medchal-malkajgiri,2025-04,59,21,80
Medchal-malkajgiri,2025-05,56,20,76
Medchal-malkajgiri,2025-06,73,26,99
Medchal-malkajgiri,2025-07,51,18,69
Medchal-malkajgiri,2025-08,92,32,124
Medchal-malkajgiri,2025-09,152,53,205
Medchal-malkajgiri,2025-10,160,56,216
Medchal-malkajgiri,2025-11,112,39,151
Medchal-malkajgiri,2025-12,88,31,119
Medchal?malkajgiri,2025-10,1,0,1
Medchal−malkajgiri,2025-01,15,5,20
Medchal−malkajgiri,2025-02,36,13,49
Medchal−malkajgiri,2025-03,9,3,12
Medchal−malkajgiri,2025-04,8,3,11
Medchal−malkajgiri,2025-05,3,1,4
Medchal−malkajgiri,2025-06,7,2,9
Medchal−malkajgiri,2025-07,7,2,9
Medchal−malkajgiri,2025-08,12,4,16
Medchal−malkajgiri,2025-09,20,7,27
Medchal−malkajgiri,2025-10,16,6,22
Medchal−malkajgiri,2025-11,11,4,15
Medchal−malkajgiri,2025-12,17,6,23
Medinipur,2025-02,1,0,1
Medinipur,2025-03,2,1,3
Medinipur,2025-05,1,0,1
Medinipur,2025-10,1,0,1
Medinipur,2025-11,2,1,3
Medinipur West,2025-01,645,226,871
Meerut,2025-01,9576,3352,12928
Meerut,2025-02,775,271,1046
Meerut,2025-03,316,111,427
Meerut,2025-04,266,93,359
Meerut,2025-05,342,120,462
Meerut,2025-06,363,127,490
Meerut,2025-07,224,78,302
Meerut,2025-08,490,172,662
Meerut,2025-09,483,169,652
Meerut,2025-10,579,203,782
Meerut,2025-11,308,108,416
Meerut,2025-12,404,141,545
Meluri,2025-01,1,0,1
Meluri,2025-03,1,0,1
Meluri,2025-09,1,0,1
Meluri,2025-10,4,1,5
Meluri,2025-12,2,1,3
Mewat,2025-01,1479,518,1997
Mewat,2025-02,174,61,235
Mewat,2025-03,180,63,243
Mewat,2025-04,47,16,63
Mewat,2025-05,197,69,266
Mewat,2025-06,168,59,227
Mewat,2025-07,89,31,120
Mewat,2025-08,200,70,270
Mewat,2025-09,150,52,202
Mewat,2025-10,170,59,229
Mewat,2025-11,119,42,161
Mewat,2025-12,82,29,111
Mirzapur,2025-01,186,65,251
Mirzapur,2025-02,318,111,429
Mirzapur,2025-03,240,84,324
Mirzapur,2025-04,193,68,261
Mirzapur,2025-05,211,74,285
Mirzapur,2025-06,242,85,327
Mirzapur,2025-07,206,72,278
Mirzapur,2025-08,325,114,439
Mirzapur,2025-09,392,137,529
Mirzapur,2025-10,341,119,460
Mirzapur,2025-11,219,77,296
Mirzapur,2025-12,281,98,379
Moga,2025-01,57,20,77
Moga,2025-02,71,25,96
Moga,2025-03,36,13,49
Moga,2025-04,33,12,45
Moga,2025-05,49,17,66
Moga,2025-06,40,14,54
Moga,2025-07,8,3,11
Moga,2025-08,52,18,70
Moga,2025-09,62,22,84
Moga,2025-10,63,22,85
Moga,2025-11,57,20,77
Moga,2025-12,46,16,62
Mohalla-Manpur-Ambagarh Chowki,2025-02,2,1,3
Mohalla-Manpur-Ambagarh Chowki,2025-07,1,0,1
Mohalla-Manpur-Ambagarh Chowki,2025-11,1,0,1
Mohla-Manpur-Ambagarh Chouki,2025-01,2,1,3
Mohla-Manpur-Ambagarh Chouki,2025-02,9,3,12
Mohla-Manpur-Ambagarh Chouki,2025-03,5,2,7
Mohla-Manpur-Ambagarh Chouki,2025-04,3,1,4
Mohla-Manpur-Ambagarh Chouki,2025-05,2,1,3
Mohla-Manpur-Ambagarh Chouki,2025-06,4,1,5
Mohla-Manpur-Ambagarh Chouki,2025-07,4,1,5
Mohla-Manpur-Ambagarh Chouki,2025-08,11,4,15
Mohla-Manpur-Ambagarh Chouki,2025-09,12,4,16
Mohla-Manpur-Ambagarh Chouki,2025-10,10,4,14
Mohla-Manpur-Ambagarh Chouki,2025-11,7,2,9
Mohla-Manpur-Ambagarh Chouki,2025-12,7,2,9
Mokokchung,2025-01,226,79,305
Mokokchung,2025-02,4,1,5
Mokokchung,2025-03,7,2,9
Mokokchung,2025-04,9,3,12
Mokokchung,2025-05,4,1,5
Mokokchung,2025-06,6,2,8
Mokokchung,2025-07,6,2,8
Mokokchung,2025-08,17,6,23
Mokokchung,2025-09,5,2,7
Mokokchung,2025-10,6,2,8
Mokokchung,2025-11,6,2,8
Mokokchung,2025-12,8,3,11
Mon,2025-01,1212,424,1636
Mon,2025-02,22,8,30
Mon,2025-03,20,7,27
Mon,2025-04,12,4,16
Mon,2025-05,41,14,55
Mon,2025-06,24,8,32
Mon,2025-07,39,14,53
Mon,2025-08,39,14,53
Mon,2025-09,29,10,39
Mon,2025-10,24,8,32
Mon,2025-11,21,7,28
Mon,2025-12,41,14,55
Monghyr,2025-02,5,2,7
Monghyr,2025-05,2,1,3
Monghyr,2025-06,2,1,3
Monghyr,2025-07,2,1,3
Monghyr,2025-08,3,1,4
Monghyr,2025-09,1,0,1
Monghyr,2025-11,1,0,1
Monghyr,2025-12,1,0,1
Moradabad,2025-01,10562,3697,14259
Moradabad,2025-02,560,196,756
Moradabad,2025-03,211,74,285
Moradabad,2025-04,155,54,209
Moradabad,2025-05,339,119,458
Moradabad,2025-06,352,123,475
Moradabad,2025-07,203,71,274
Moradabad,2025-08,286,100,386
Moradabad,2025-09,398,139,537
Moradabad,2025-10,533,187,720
Moradabad,2025-11,283,99,382
Moradabad,2025-12,333,117,450
Morbi,2025-01,5753,2014,7767
Morbi,2025-02,104,36,140
Morbi,2025-03,72,25,97
Morbi,2025-04,32,11,43
Morbi,2025-05,23,8,31
Morbi,2025-06,30,10,40
Morbi,2025-07,13,5,18
Morbi,2025-08,37,13,50
Morbi,2025-09,68,24,92
Morbi,2025-10,92,32,124
Morbi,2025-11,71,25,96
Morbi,2025-12,76,27,103
Morena,2025-01,11215,3925,15140
Morena,2025-02,518,181,699
Morena,2025-03,246,86,332
Morena,2025-04,201,70,271
Morena,2025-05,209,73,282
Morena,2025-06,185,65,250
Morena,2025-07,143,50,193
Morena,2025-08,374,131,505
Morena,2025-09,361,126,487
Morena,2025-10,429,150,579
Morena,2025-11,378,132,510
Morena,2025-12,318,111,429
Muktsar,2025-01,25,9,34
Muktsar,2025-02,20,7,27
Muktsar,2025-03,9,3,12
Muktsar,2025-04,6,2,8
Muktsar,2025-05,9,3,12
Muktsar,2025-06,10,4,14
Muktsar,2025-07,1,0,1
Muktsar,2025-08,10,4,14
Muktsar,2025-09,14,5,19
Muktsar,2025-10,7,2,9
Muktsar,2025-11,16,6,22
Muktsar,2025-12,15,5,20
Mulugu,2025-01,27,9,36
Mulugu,2025-02,38,13,51
Mulugu,2025-03,42,15,57
Mulugu,2025-04,13,5,18
Mulugu,2025-05,12,4,16
Mulugu,2025-06,35,12,47
Mulugu,2025-07,18,6,24
Mulugu,2025-08,27,9,36
Mulugu,2025-09,27,9,36
Mulugu,2025-10,38,13,51
Mulugu,2025-11,25,9,34
Mulugu,2025-12,42,15,57
Mumbai,2025-01,1141,399,1540
Mumbai,2025-02,589,206,795
Mumbai,2025-03,246,86,332
Mumbai,2025-04,158,55,213
Mumbai,2025-05,253,89,342
Mumbai,2025-06,190,66,256
Mumbai,2025-07,164,57,221
Mumbai,2025-08,248,87,335
Mumbai,2025-09,413,145,558
Mumbai,2025-10,496,174,670
Mumbai,2025-11,401,140,541
Mumbai,2025-12,378,132,510
Mumbai City,2025-01,46,16,62
Mumbai City,2025-02,114,40,154
Mumbai City,2025-03,50,18,68
Mumbai City,2025-04,35,12,47
Mumbai City,2025-05,54,19,73
Mumbai City,2025-06,32,11,43
Mumbai City,2025-07,34,12,46
Mumbai City,2025-08,37,13,50
Mumbai City,2025-09,98,34,132
Mumbai City,2025-10,90,31,121
Mumbai City,2025-11,82,29,111
Mumbai City,2025-12,76,27,103
Mumbai Suburban,2025-01,7844,2745,10589
Mumbai Suburban,2025-02,423,148,571
Mumbai Suburban,2025-03,224,78,302
Mumbai Suburban,2025-04,119,42,161
Mumbai Suburban,2025-05,232,81,313
Mumbai Suburban,2025-06,172,60,232
Mumbai Suburban,2025-07,179,63,242
Mumbai Suburban,2025-08,186,65,251
Mumbai Suburban,2025-09,301,105,406
Mumbai Suburban,2025-10,366,128,494
Mumbai Suburban,2025-11,306,107,413
Mumbai Suburban,2025-12,278,97,375
Mumbai( Sub Urban ),2025-01,10,4,14
Mumbai( Sub Urban ),2025-02,15,5,20
Mumbai( Sub Urban ),2025-03,12,4,16
Mumbai( Sub Urban ),2025-04,1,0,1
Mumbai( Sub Urban ),2025-05,13,5,18
Mumbai( Sub Urban ),2025-06,8,3,11
Mumbai( Sub Urban ),2025-07,9,3,12
Mumbai( Sub Urban ),2025-08,3,1,4
Mumbai( Sub Urban ),2025-09,15,5,20
Mumbai( Sub Urban ),2025-10,22,8,30
Mumbai( Sub Urban ),2025-11,7,2,9
Mumbai( Sub Urban ),2025-12,10,4,14
Mungeli,2025-01,70,24,94
Mungeli,2025-02,128,45,173
Mungeli,2025-03,34,12,46
Mungeli,2025-04,23,8,31
Mungeli,2025-05,82,29,111
Mungeli,2025-06,53,19,72
Mungeli,2025-07,43,15,58
Mungeli,2025-08,127,44,171
Mungeli,2025-09,127,44,171
Mungeli,2025-10,90,31,121
Mungeli,2025-11,85,30,115
Mungeli,2025-12,79,28,107
Munger,2025-01,1731,606,2337
Munger,2025-02,154,54,208
Munger,2025-03,119,42,161
Munger,2025-04,68,24,92
Munger,2025-05,106,37,143
Munger,2025-06,109,38,147
Munger,2025-07,17,6,23
Munger,2025-08,137,48,185
Munger,2025-09,115,40,155
Munger,2025-10,195,68,263
Munger,2025-11,136,48,184
Munger,2025-12,128,45,173
Murshidabad,2025-01,678,237,915
Murshidabad,2025-02,1591,557,2148
Murshidabad,2025-03,1063,372,1435
Murshidabad,2025-04,609,213,822
Murshidabad,2025-05,1641,574,2215
Murshidabad,2025-06,1291,452,1743
Murshidabad,2025-07,808,283,1091
Murshidabad,2025-08,1095,383,1478
Murshidabad,2025-09,1250,438,1688
Murshidabad,2025-10,1399,490,1889
Murshidabad,2025-11,985,345,1330
Murshidabad,2025-12,906,317,1223
Muzaffarnagar,2025-01,2781,973,3754
Muzaffarnagar,2025-02,428,150,578
Muzaffarnagar,2025-03,200,70,270
Muzaffarnagar,2025-04,136,48,184
Muzaffarnagar,2025-05,257,90,347
Muzaffarnagar,2025-06,273,96,369
Muzaffarnagar,2025-07,167,58,225
Muzaffarnagar,2025-08,306,107,413
Muzaffarnagar,2025-09,323,113,436
Muzaffarnagar,2025-10,365,128,493
Muzaffarnagar,2025-11,253,89,342
Muzaffarnagar,2025-12,278,97,375
Muzaffarpur,2025-01,12749,4462,17211
Muzaffarpur,2025-02,549,192,741
Muzaffarpur,2025-03,368,129,497
Muzaffarpur,2025-04,252,88,340
Muzaffarpur,2025-05,406,142,548
Muzaffarpur,2025-06,381,133,514
Muzaffarpur,2025-07,217,76,293
Muzaffarpur,2025-08,512,179,691
Muzaffarpur,2025-09,448,157,605
Muzaffarpur,2025-10,516,181,697
Muzaffarpur,2025-11,418,146,564
Muzaffarpur,2025-12,525,184,709
Mysore,2025-01,76,27,103
Mysore,2025-02,118,41,159
Mysore,2025-03,49,17,66
Mysore,2025-04,40,14,54
Mysore,2025-05,46,16,62
Mysore,2025-06,73,26,99
Mysore,2025-07,40,14,54
Mysore,2025-08,77,27,104
Mysore,2025-09,57,20,77
Mysore,2025-10,88,31,119
Mysore,2025-11,82,29,111
Mysore,2025-12,56,20,76
Mysuru,2025-01,1174,411,1585
Mysuru,2025-02,123,43,166
Mysuru,2025-03,78,27,105
Mysuru,2025-04,81,28,109
Mysuru,2025-05,79,28,107
Mysuru,2025-06,75,26,101
Mysuru,2025-07,30,10,40
Mysuru,2025-08,98,34,132
Mysuru,2025-09,91,32,123
Mysuru,2025-10,116,41,157
Mysuru,2025-11,81,28,109
Mysuru,2025-12,80,28,108
N. T. R,2025-01,16,6,22
N. T. R,2025-02,38,13,51
N. T. R,2025-03,25,9,34
N. T. R,2025-04,15,5,20
N. T. R,2025-05,29,10,39
N. T. R,2025-06,22,8,30
N. T. R,2025-07,6,2,8
N. T. R,2025-08,19,7,26
N. T. R,2025-09,23,8,31
N. T. R,2025-10,21,7,28
N. T. R,2025-11,36,13,49
N. T. R,2025-12,32,11,43
NADIA,2025-02,1,0,1
NUAPADA,2025-01,6,2,8
NUAPADA,2025-03,4,2,6
NUAPADA,2025-04,2,0,2
NUAPADA,2025-05,6,2,8
NUAPADA,2025-06,6,2,8
NUAPADA,2025-08,2,0,2
NUAPADA,2025-09,6,2,8
NUAPADA,2025-10,4,2,6
Nabarangapur,2025-01,952,334,1286
Nabarangapur,2025-02,436,152,588
Nabarangapur,2025-03,362,126,488
Nabarangapur,2025-04,290,102,392
Nabarangapur,2025-05,286,100,386
Nabarangapur,2025-06,404,142,546
Nabarangapur,2025-07,80,28,108
Nabarangapur,2025-08,440,154,594
Nabarangapur,2025-09,454,158,612
Nabarangapur,2025-10,490,172,662
Nabarangapur,2025-11,406,142,548
Nabarangapur,2025-12,298,104,402
Nabarangpur,2025-01,442,155,597
Nadia,2025-01,3744,1310,5054
Nadia,2025-02,628,220,848
Nadia,2025-03,396,139,535
Nadia,2025-04,270,94,364
Nadia,2025-05,535,187,722
Nadia,2025-06,391,137,528
Nadia,2025-07,251,88,339
Nadia,2025-08,405,142,547
Nadia,2025-09,469,164,633
Nadia,2025-10,537,188,725
Nadia,2025-11,367,128,495
Nadia,2025-12,384,134,518
Nagaon,2025-01,3677,1287,4964
Nagaon,2025-02,404,141,545
Nagaon,2025-03,256,90,346
Nagaon,2025-04,236,83,319
Nagaon,2025-05,318,111,429
Nagaon,2025-06,339,119,458
Nagaon,2025-07,189,66,255
Nagaon,2025-08,481,168,649
Nagaon,2025-09,331,116,447
Nagaon,2025-10,373,131,504
Nagaon,2025-11,272,95,367
Nagaon,2025-12,206,72,278
Nagapattinam,2025-01,139,49,188
Nagapattinam,2025-02,234,82,316
Nagapattinam,2025-03,176,62,238
Nagapattinam,2025-04,64,22,86
Nagapattinam,2025-05,67,23,90
Nagapattinam,2025-06,89,31,120
Nagapattinam,2025-07,54,19,73
Nagapattinam,2025-08,107,37,144
Nagapattinam,2025-09,121,42,163
Nagapattinam,2025-10,140,49,189
Nagapattinam,2025-11,112,39,151
Nagapattinam,2025-12,115,40,155
Nagarkurnool,2025-01,43,15,58
Nagarkurnool,2025-02,83,29,112
Nagarkurnool,2025-03,54,19,73
Nagarkurnool,2025-04,40,14,54
Nagarkurnool,2025-05,16,6,22
Nagarkurnool,2025-06,25,9,34
Nagarkurnool,2025-07,16,6,22
Nagarkurnool,2025-08,67,23,90
Nagarkurnool,2025-09,58,20,78
Nagarkurnool,2025-10,55,19,74
Nagarkurnool,2025-11,38,13,51
Nagarkurnool,2025-12,57,20,77
Nagaur,2025-01,3630,1270,4900
Nagaur,2025-02,506,177,683
Nagaur,2025-03,447,156,603
Nagaur,2025-04,305,107,412
Nagaur,2025-05,325,114,439
Nagaur,2025-06,368,129,497
Nagaur,2025-07,223,78,301
Nagaur,2025-08,531,186,717
Nagaur,2025-09,565,198,763
Nagaur,2025-10,588,206,794
Nagaur,2025-11,412,144,556
Nagaur,2025-12,469,164,633
Nagpur,2025-01,2131,746,2877
Nagpur,2025-02,503,176,679
Nagpur,2025-03,250,88,338
Nagpur,2025-04,150,52,202
Nagpur,2025-05,160,56,216
Nagpur,2025-06,135,47,182
Nagpur,2025-07,143,50,193
Nagpur,2025-08,309,108,417
Nagpur,2025-09,313,110,423
Nagpur,2025-10,401,140,541
Nagpur,2025-11,283,99,382
Nagpur,2025-12,295,103,398
Nainital,2025-01,636,223,859
Nainital,2025-02,82,29,111
Nainital,2025-03,98,34,132
Nainital,2025-04,61,21,82
Nainital,2025-05,53,19,72
Nainital,2025-06,78,27,105
Nainital,2025-07,47,16,63
Nainital,2025-08,108,38,146
Nainital,2025-09,122,43,165
Nainital,2025-10,130,46,176
Nainital,2025-11,97,34,131
Nainital,2025-12,76,27,103
Najafgarh,2025-02,2,1,3
Najafgarh,2025-03,1,0,1
Najafgarh,2025-05,1,0,1
Najafgarh,2025-06,4,1,5
Najafgarh,2025-07,1,0,1
Najafgarh,2025-08,1,0,1
Najafgarh,2025-10,1,0,1
Najafgarh,2025-12,2,1,3
Nalanda,2025-01,3859,1351,5210
Nalanda,2025-02,401,140,541
Nalanda,2025-03,246,86,332
Nalanda,2025-04,127,44,171
Nalanda,2025-05,300,105,405
Nalanda,2025-06,381,133,514
Nalanda,2025-07,103,36,139
Nalanda,2025-08,345,121,466
Nalanda,2025-09,253,89,342
Nalanda,2025-10,343,120,463
Nalanda,2025-11,254,89,343
Nalanda,2025-12,341,119,460
Nalbari,2025-01,524,183,707
Nalbari,2025-02,182,64,246
Nalbari,2025-03,127,44,171
Nalbari,2025-04,161,56,217
Nalbari,2025-05,213,75,288
Nalbari,2025-06,145,51,196
Nalbari,2025-07,38,13,51
Nalbari,2025-08,145,51,196
Nalbari,2025-09,84,29,113
Nalbari,2025-10,81,28,109
Nalbari,2025-11,96,34,130
Nalbari,2025-12,61,21,82
Nalgonda,2025-01,488,170,658
Nalgonda,2025-02,798,278,1076
Nalgonda,2025-03,476,168,644
Nalgonda,2025-04,324,114,438
Nalgonda,2025-05,226,78,304
Nalgonda,2025-06,376,132,508
Nalgonda,2025-07,200,70,270
Nalgonda,2025-08,612,214,826
Nalgonda,2025-09,610,214,824
Nalgonda,2025-10,638,224,862
Nalgonda,2025-11,426,150,576
Nalgonda,2025-12,574,202,776
Namakkal,2025-01,178,62,240
Namakkal,2025-02,312,109,421
Namakkal,2025-03,142,50,192
Namakkal,2025-04,65,23,88
Namakkal,2025-05,70,24,94
Namakkal,2025-06,117,41,158
Namakkal,2025-07,52,18,70
Namakkal,2025-08,126,44,170
Namakkal,2025-09,160,56,216
Namakkal,2025-10,195,68,263
Namakkal,2025-11,125,44,169
Namakkal,2025-12,107,37,144
Namchi,2025-02,1,0,1
Namchi,2025-03,1,0,1
Namchi,2025-05,1,0,1
Namchi,2025-09,2,1,3
Namchi,2025-11,1,0,1
Namsai,2025-01,2,1,3
Namsai,2025-02,5,2,7
Namsai,2025-03,8,3,11
Namsai,2025-04,1,0,1
Namsai,2025-05,4,1,5
Namsai,2025-06,3,1,4
Namsai,2025-07,2,1,3
Namsai,2025-08,10,4,14
Namsai,2025-09,6,2,8
Namsai,2025-10,2,1,3
Namsai,2025-11,1,0,1
Namsai,2025-12,5,2,7
Nanded,2025-01,3654,1279,4933
Nanded,2025-02,342,120,462
Nanded,2025-03,252,88,340
Nanded,2025-04,185,65,250
Nanded,2025-05,94,33,127
Nanded,2025-06,147,51,198
Nanded,2025-07,68,24,92
Nanded,2025-08,285,100,385
Nanded,2025-09,333,117,450
Nanded,2025-10,273,96,369
Nanded,2025-11,268,94,362
Nanded,2025-12,240,84,324
Nandurbar,2025-01,3944,1380,5324
Nandurbar,2025-02,258,90,348
Nandurbar,2025-03,209,73,282
Nandurbar,2025-04,88,31,119
Nandurbar,2025-05,127,44,171
Nandurbar,2025-06,103,36,139
Nandurbar,2025-07,81,28,109
Nandurbar,2025-08,218,76,294
Nandurbar,2025-09,283,99,382
Nandurbar,2025-10,258,90,348
Nandurbar,2025-11,210,74,284
Nandurbar,2025-12,187,65,252
Nandurbar *,2025-01,2,1,3
Nandurbar *,2025-02,5,2,7
Nandurbar *,2025-03,2,1,3
Nandurbar *,2025-04,2,1,3
Nandurbar *,2025-05,8,3,11
Nandurbar *,2025-06,3,1,4
Nandurbar *,2025-07,1,0,1
Nandurbar *,2025-08,6,2,8
Nandurbar *,2025-09,6,2,8
Nandurbar *,2025-10,3,1,4
Nandurbar *,2025-11,3,1,4
Nandurbar *,2025-12,5,2,7
Nandyal,2025-01,22,8,30
Nandyal,2025-02,40,14,54
Nandyal,2025-03,23,8,31
Nandyal,2025-04,6,2,8
Nandyal,2025-05,34,12,46
Nandyal,2025-06,31,11,42
Nandyal,2025-07,22,8,30
Nandyal,2025-08,27,9,36
Nandyal,2025-09,16,6,22
Nandyal,2025-10,26,9,35
Nandyal,2025-11,14,5,19
Nandyal,2025-12,16,6,22
Narayanpet,2025-01,37,13,50
Narayanpet,2025-02,62,22,84
Narayanpet,2025-03,47,16,63
Narayanpet,2025-04,26,9,35
Narayanpet,2025-05,15,5,20
Narayanpet,2025-06,39,14,53
Narayanpet,2025-07,15,5,20
Narayanpet,2025-08,62,22,84
Narayanpet,2025-09,44,15,59
Narayanpet,2025-10,41,14,55
Narayanpet,2025-11,54,19,73
Narayanpet,2025-12,58,20,78
Narayanpur,2025-01,17,6,23
Narayanpur,2025-02,25,9,34
Narayanpur,2025-03,17,6,23
Narayanpur,2025-04,7,2,9
Narayanpur,2025-05,28,10,38
Narayanpur,2025-06,11,4,15
Narayanpur,2025-07,11,4,15
Narayanpur,2025-08,27,9,36
Narayanpur,2025-09,20,7,27
Narayanpur,2025-10,23,8,31
Narayanpur,2025-11,11,4,15
Narayanpur,2025-12,15,5,20
Narmada,2025-01,44,15,59
Narmada,2025-02,70,24,94
Narmada,2025-03,40,14,54
Narmada,2025-04,11,4,15
Narmada,2025-05,3,1,4
Narmada,2025-06,19,7,26
Narmada,2025-07,14,5,19
Narmada,2025-08,62,22,84
Narmada,2025-09,51,18,69
Narmada,2025-10,52,18,70
Narmada,2025-11,51,18,69
Narmada,2025-12,50,18,68
Narmadapuram,2025-01,14,5,19
Narmadapuram,2025-02,32,11,43
Narmadapuram,2025-03,12,4,16
Narmadapuram,2025-04,9,3,12
Narmadapuram,2025-05,14,5,19
Narmadapuram,2025-06,15,5,20
Narmadapuram,2025-07,8,3,11
Narmadapuram,2025-08,34,12,46
Narmadapuram,2025-09,25,9,34
Narmadapuram,2025-10,22,8,30
Narmadapuram,2025-11,21,7,28
Narmadapuram,2025-12,34,12,46
Narsimhapur,2025-01,27,9,36
Narsimhapur,2025-02,49,17,66
Narsimhapur,2025-03,28,10,38
Narsimhapur,2025-04,20,7,27
Narsimhapur,2025-05,21,7,28
Narsimhapur,2025-06,28,10,38
Narsimhapur,2025-07,15,5,20
Narsimhapur,2025-08,51,18,69
Narsimhapur,2025-09,51,18,69
Narsimhapur,2025-10,54,19,73
Narsimhapur,2025-11,37,13,50
Narsimhapur,2025-12,31,11,42
Narsinghpur,2025-01,628,220,848
Narsinghpur,2025-02,165,58,223
Narsinghpur,2025-03,84,29,113
Narsinghpur,2025-04,63,22,85
Narsinghpur,2025-05,64,22,86
Narsinghpur,2025-06,100,35,135
Narsinghpur,2025-07,59,21,80
Narsinghpur,2025-08,193,68,261
Narsinghpur,2025-09,188,66,254
Narsinghpur,2025-10,196,69,265
Narsinghpur,2025-11,114,40,154
Narsinghpur,2025-12,162,57,219
Nashik,2025-01,5209,1823,7032
Nashik,2025-02,904,316,1220
Nashik,2025-03,481,168,649
Nashik,2025-04,321,112,433
Nashik,2025-05,235,82,317
Nashik,2025-06,161,56,217
Nashik,2025-07,227,79,306
Nashik,2025-08,602,211,813
Nashik,2025-09,604,211,815
Nashik,2025-10,605,212,817
Nashik,2025-11,592,207,799
Nashik,2025-12,575,201,776
Navsari,2025-01,655,229,884
Navsari,2025-02,91,32,123
Navsari,2025-03,48,17,65
Navsari,2025-04,19,7,26
Navsari,2025-05,25,9,34
Navsari,2025-06,50,18,68
Navsari,2025-07,12,4,16
Navsari,2025-08,105,37,142
Navsari,2025-09,91,32,123
Navsari,2025-10,66,23,89
Navsari,2025-11,69,24,93
Navsari,2025-12,79,28,107
Nawada,2025-01,3992,1397,5389
Nawada,2025-02,393,138,531
Nawada,2025-03,251,88,339
Nawada,2025-04,228,80,308
Nawada,2025-05,310,108,418
Nawada,2025-06,483,169,652
Nawada,2025-07,205,72,277
Nawada,2025-08,362,127,489
Nawada,2025-09,349,122,471
Nawada,2025-10,347,121,468
Nawada,2025-11,311,109,420
Nawada,2025-12,305,107,412
Nawanshahr,2025-01,3,1,4
Nawanshahr,2025-02,9,3,12
Nawanshahr,2025-03,10,4,14
Nawanshahr,2025-05,10,4,14
Nawanshahr,2025-06,4,1,5
Nawanshahr,2025-07,1,0,1
Nawanshahr,2025-08,1,0,1
Nawanshahr,2025-09,2,1,3
Nawanshahr,2025-10,6,2,8
Nawanshahr,2025-11,8,3,11
Nawanshahr,2025-12,1,0,1
Nayagarh,2025-01,142,50,192
Nayagarh,2025-02,274,96,370
Nayagarh,2025-03,102,36,138
Nayagarh,2025-04,146,50,196
Nayagarh,2025-05,112,38,150
Nayagarh,2025-06,114,40,154
Nayagarh,2025-07,34,12,46
Nayagarh,2025-08,196,70,266
Nayagarh,2025-09,186,64,250
Nayagarh,2025-10,188,66,254
Nayagarh,2025-11,120,42,162
Nayagarh,2025-12,98,34,132
Neemuch,2025-01,81,28,109
Neemuch,2025-02,272,95,367
Neemuch,2025-03,112,39,151
Neemuch,2025-04,79,28,107
Neemuch,2025-05,180,63,243
Neemuch,2025-06,112,39,151
Neemuch,2025-07,109,38,147
Neemuch,2025-08,187,65,252
Neemuch,2025-09,265,93,358
Neemuch,2025-10,241,84,325
Neemuch,2025-11,165,58,223
Neemuch,2025-12,139,49,188
Nellore,2025-01,149,52,201
Nellore,2025-02,279,98,377
Nellore,2025-03,160,56,216
Nellore,2025-04,80,28,108
Nellore,2025-05,152,53,205
Nellore,2025-06,164,57,221
Nellore,2025-07,91,32,123
Nellore,2025-08,146,51,197
Nellore,2025-09,128,45,173
