year_month,district,bio_age_5_17,bio_age_17_plus,bio_total
2025-09,Solapur,34640,11130,45770
2025-09,Sonapur,1494,1043,2537
2025-09,Sonbhadra,8641,2753,11394
2025-09,Sonipat,3764,3382,7146
2025-09,Sonitpur,1933,857,2790
2025-09,South,76,156,232
2025-09,South 24 Pargana,1,2,3
2025-09,South 24 Parganas,9582,12587,22169
2025-09,South 24 parganas,0,2,2
2025-09,South Andaman,1069,372,1441
2025-09,South Delhi,8175,8667,16842
2025-09,South Dinajpur,88,263,351
2025-09,South DumDum(M),0,2,2
2025-09,South East Delhi,13,26,39
2025-09,South Garo Hills,65,48,113
2025-09,South Goa,1045,1077,2122
2025-09,South Salmara Mankachar,350,156,506
2025-09,South Sikkim,83,59,142
2025-09,South Tripura,895,2285,3180
2025-09,South Twenty Four Parganas,616,2667,3283
2025-09,South West Delhi,6454,5396,11850
2025-09,South West Garo Hills,180,171,351
2025-09,South West Khasi Hills,117,151,268
2025-09,Sri Muktsar Sahib,1543,2309,3852
2025-09,Sri Potti Sriramulu Nellore,299,319,618
2025-09,Sri Sathya Sai,185,412,597
2025-09,Sribhumi,12,62,74
2025-09,Srikakulam,3417,5782,9199
2025-09,Srinagar,1859,3114,4973
2025-09,Subarnapur,191,449,640
2025-09,Sukma,1011,1526,2537
2025-09,Sultanpur,8783,3294,12077
2025-09,Sundargarh,307,1372,1679
2025-09,Sundergarh,3982,3539,7521
2025-09,Supaul,2773,4481,7254
2025-09,Surajpur,3617,2990,6607
2025-09,Surat,9976,11391,21367
2025-09,Surendra Nagar,3166,4752,7918
2025-09,Surendranagar,12,150,162
2025-09,Surguja,1666,4684,6350
2025-09,Suryapet,846,1299,2145
2025-09,Tamenglong,315,279,594
2025-09,Tamulpur District,8,13,21
2025-09,Tapi,1696,2157,3853
2025-09,Tarn Taran,2175,4408,6583
2025-09,Tawang,114,47,161
2025-09,Tehri Garhwal,3182,2431,5613
2025-09,Tenkasi,707,285,992
2025-09,Thane,29302,30941,60243
2025-09,Thanjavur,4828,5769,10597
2025-09,The Dangs,1088,1627,2715
2025-09,The Nilgiris,892,1723,2615
2025-09,Theni,2101,3343,5444
2025-09,Thiruvallur,71,313,384
2025-09,Thiruvananthapuram,4099,7508,11607
2025-09,Thiruvarur,2151,2457,4608
2025-09,Thoothukkudi,2558,4414,6972
2025-09,Thoubal,2112,1698,3810
2025-09,Thrissur,4733,10866,15599
2025-09,Tikamgarh,3915,6189,10104
2025-09,Tinsukia,1076,498,1574
2025-09,Tirap,115,57,172
2025-09,Tiruchirappalli,3954,9128,13082
2025-09,Tirunelveli,6699,9655,16354
2025-09,Tirupathur,3,3,6
2025-09,Tirupati,296,375,671
2025-09,Tirupattur,298,268,566
2025-09,Tiruppur,4315,6247,10562
2025-09,Tiruvallur,8003,9116,17119
2025-09,Tiruvannamalai,3608,4241,7849
2025-09,Tiswadi,0,1,1
2025-09,Tonk,11615,2846,14461
2025-09,Tseminyu,2,4,6
2025-09,Tuensang,193,460,653
2025-09,Tumakuru,2102,1344,3446
2025-09,Tumkur,1475,3943,5418
2025-09,Tuticorin,0,2,2
2025-09,Udaipur,22821,6761,29582
2025-09,Udalguri,1150,541,1691
2025-09,Udham Singh Nagar,5341,4542,9883
2025-09,Udhampur,1109,1258,2367
2025-09,Udupi,1468,1299,2767
2025-09,Udupi *,2,0,2
2025-09,Ujjain,7047,6162,13209
2025-09,Ukhrul,375,440,815
2025-09,Umaria,2320,2381,4701
2025-09,Una,1242,1616,2858
2025-09,Unakoti,378,422,800
2025-09,Unnao,11330,4755,16085
2025-09,Upper Siang,65,53,118
2025-09,Upper Subansiri,202,131,333
2025-09,Uttar Bastar Kanker,313,1994,2307
2025-09,Uttar Dinajpur,4146,7467,11613
2025-09,Uttara Kannada,1397,1791,3188
2025-09,Uttarkashi,982,606,1588
2025-09,Vadodara,5858,10609,16467
2025-09,Vaishali,5091,7808,12899
2025-09,Valsad,4491,4024,8515
2025-09,Varanasi,12562,7006,19568
2025-09,Vellore,4947,7320,12267
2025-09,Vidisha,5593,6336,11929
2025-09,Vijayanagara,343,1444,1787
2025-09,Vijayapura,2879,1713,4592
2025-09,Vikarabad,920,838,1758
2025-09,Villupuram,4033,2664,6697
2025-09,Viluppuram,874,4651,5525
2025-09,Virudhunagar,2311,4705,7016
2025-09,Visakhapatnam,9267,9802,19069
2025-09,Vizianagaram,2908,5242,8150
2025-09,Wanaparthy,458,588,1046
2025-09,Warangal,7132,9623,16755
2025-09,Warangal (urban),1,5,6
2025-09,Warangal Rural,588,527,1115
2025-09,Warangal Urban,496,432,928
2025-09,Wardha,7355,5924,13279
2025-09,Washim,10864,6241,17105
2025-09,Washim *,32,113,145
2025-09,Wayanad,1036,3184,4220
2025-09,West,63,126,189
2025-09,West Champaran,4446,6244,10690
2025-09,West Delhi,6682,7235,13917
2025-09,West Garo Hills,625,1671,2296
2025-09,West Godavari,4989,7097,12086
2025-09,West Jaintia Hills,289,165,454
2025-09,West Kameng,369,196,565
2025-09,West Karbi Anglong,163,527,690
2025-09,West Khasi Hills,283,250,533
2025-09,West Medinipur,0,1,1
2025-09,West Midnapore,622,1843,2465
2025-09,West Nimar,217,878,1095
2025-09,West Siang,476,131,607
2025-09,West Sikkim,102,58,160
2025-09,West Singhbhum,4253,6580,10833
2025-09,West Tripura,1429,3634,5063
2025-09,Wokha,132,333,465
2025-09,Y. S. R,215,353,568
2025-09,Yadadri.,624,569,1193
2025-09,Yadgir,2422,2519,4941
2025-09,Yamuna Nagar,3144,4216,7360
2025-09,Yamunanagar,14,76,90
2025-09,Yanam,29,78,107
2025-09,Yavatmal,17957,18723,36680
2025-09,Zunheboto,221,512,733
2025-09,chittoor,4,6,10
2025-09,hooghly,4,4,8
2025-09,jajpur,11,29,40
2025-09,nadia,0,1,1
2025-09,rangareddi,1,2,3
2025-09,udhampur,0,1,1
2025-09,yadgir,94,418,512
2025-10,ANGUL,3,2,5
2025-10,ANUGUL,6,14,20
2025-10,Adilabad,9074,9697,18771
2025-10,Agar Malwa,185,399,584
2025-10,Agra,8108,4302,12410
2025-10,Ahmadabad,42,640,682
2025-10,Ahmadnagar,12815,17627,30442
2025-10,Ahmed Nagar,134,607,741
2025-10,Ahmedabad,3998,6087,10085
2025-10,Aizawl,2042,671,2713
2025-10,Ajmer,3849,3442,7291
2025-10,Akola,3318,12701,16019
2025-10,Alappuzha,1791,3404,5195
2025-10,Aligarh,7209,3529,10738
2025-10,Alipurduar,230,203,433
2025-10,Alirajpur,970,1114,2084
2025-10,Allahabad,9183,5391,14574
2025-10,Alluri Sitharama Raju,749,1270,2019
2025-10,Almora,922,740,1662
2025-10,Alwar,5503,5154,10657
2025-10,Ambala,1404,2294,3698
2025-10,Ambedkar Nagar,3762,2246,6008
2025-10,Amethi,3603,2225,5828
2025-10,Amravati,6130,21179,27309
2025-10,Amreli,895,1086,1981
2025-10,Amritsar,3895,4943,8838
2025-10,Amroha,3806,1992,5798
2025-10,Anakapalli,373,281,654
2025-10,Anand,975,1529,2504
2025-10,Anantapur,5574,6560,12134
2025-10,Ananthapur,5552,2105,7657
2025-10,Ananthapuramu,7446,1540,8986
2025-10,Anantnag,1820,1172,2992
2025-10,Andamans,43,139,182
2025-10,Angul,4375,2113,6488
2025-10,Anjaw,34,24,58
2025-10,Annamayya,634,326,960
2025-10,Anugal,0,2,2
2025-10,Anugul,68,213,281
2025-10,Anuppur,866,1296,2162
2025-10,Araria,3500,5617,9117
2025-10,Ariyalur,1976,2383,4359
2025-10,Arvalli,294,298,592
2025-10,Arwal,678,1021,1699
2025-10,Ashok Nagar,897,1046,1943
2025-10,Auraiya,2002,1197,3199
2025-10,Aurangabad,8603,21914,30517
2025-10,Aurangabad(BH),0,3,3
2025-10,Aurangabad(bh),5,24,29
2025-10,Ayodhya,313,255,568
2025-10,Azamgarh,5580,5377,10957
2025-10,Badgam,462,579,1041
2025-10,Bagalkot,2451,2618,5069
2025-10,Bagalkot *,27,148,175
2025-10,Bageshwar,355,469,824
2025-10,Baghpat,2186,1378,3564
2025-10,Bagpat,0,1,1
2025-10,Bahraich,8958,2935,11893
2025-10,Bajali,0,3,3
2025-10,Baksa,759,1359,2118
2025-10,Balaghat,2963,2191,5154
2025-10,Balangir,5113,4095,9208
2025-10,Baleshwar,866,2015,2881
2025-10,Baleswar,8702,3286,11988
2025-10,Ballari,1324,800,2124
2025-10,Ballia,6001,3601,9602
2025-10,Bally Jagachha,0,1,1
2025-10,Balod,1261,2110,3371
2025-10,Baloda Bazar,4432,4902,9334
2025-10,Balrampur,6103,4134,10237
2025-10,Banas Kantha,7,39,46
2025-10,Banaskantha,1808,2175,3983
2025-10,Banda,3654,1960,5614
2025-10,Bandipore,838,561,1399
2025-10,Bangalore,3280,9244,12524
2025-10,Bangalore Rural,1119,1358,2477
2025-10,Banka,2416,3039,5455
2025-10,Bankura,3090,4079,7169
2025-10,Banswara,1325,1761,3086
2025-10,Bapatla,462,171,633
2025-10,Bara Banki,6562,2856,9418
2025-10,Barabanki,66,243,309
2025-10,Baramula,2044,1775,3819
2025-10,Baran,913,1360,2273
2025-10,Barddhaman,4536,7792,12328
2025-10,Bardez,0,8,8
2025-10,Bardhaman,180,1231,1411
2025-10,Bareilly,8407,3845,12252
2025-10,Bargarh,6100,3025,9125
2025-10,Barmer,4653,4189,8842
2025-10,Barnala,2069,1003,3072
2025-10,Barpeta,10294,7012,17306
2025-10,Barwani,3716,2128,5844
2025-10,Bastar,1819,3978,5797
2025-10,Basti,4613,2589,7202
2025-10,Bathinda,3713,2813,6526
2025-10,Baudh,139,325,464
2025-10,Beed,6156,11930,18086
2025-10,Begusarai,2957,3422,6379
2025-10,Belagavi,3200,1373,4573
2025-10,Belgaum,2957,4901,7858
2025-10,Bellary,1727,3630,5357
2025-10,Bemetara,1887,3126,5013
2025-10,Bengaluru,8060,7953,16013
2025-10,Bengaluru Rural,0,2,2
2025-10,Bengaluru South,3,21,24
2025-10,Betul,3127,3189,6316
2025-10,Bhabua,0,4,4
2025-10,Bhadohi,257,154,411
2025-10,Bhadradri Kothagudem,2376,1359,3735
2025-10,Bhadrak,5093,2949,8042
2025-10,Bhagalpur,3532,4330,7862
2025-10,Bhandara,2357,8417,10774
2025-10,Bharatpur,3152,3230,6382
2025-10,Bharuch,1051,1057,2108
2025-10,Bhavnagar,1374,2002,3376
2025-10,Bhilwara,2736,3619,6355
2025-10,Bhind,1573,1670,3243
2025-10,Bhiwani,2455,3379,5834
2025-10,Bhojpur,2782,3474,6256
2025-10,Bhopal,3930,4997,8927
2025-10,Bid,42,1617,1659
2025-10,Bidar,3033,3161,6194
2025-10,Bijapur,1889,3249,5138
2025-10,Bijapur(KAR),0,2,2
2025-10,Bijnor,9165,5123,14288
2025-10,Bikaner,2370,3002,5372
2025-10,Bilaspur,9083,8075,17158
2025-10,Birbhum,3349,6191,9540
2025-10,Bishnupur,3994,1713,5707
2025-10,Biswanath,397,935,1332
2025-10,Bokaro,3010,2977,5987
2025-10,Bongaigaon,4038,2546,6584
2025-10,Botad,246,180,426
2025-10,Boudh,2230,918,3148
2025-10,Budaun,4502,2007,6509
2025-10,Budgam,1782,225,2007
2025-10,Bulandshahar,18,32,50
2025-10,Bulandshahr,6993,2965,9958
2025-10,Buldana,268,4666,4934
2025-10,Buldhana,4750,14507,19257
2025-10,Bundi,898,1153,2051
2025-10,Burdwan,0,1,1
2025-10,Burhanpur,1479,1473,2952
2025-10,Buxar,1471,1845,3316
2025-10,Cachar,4234,3870,8104
2025-10,Central Delhi,1000,1339,2339
2025-10,Chamarajanagar,36,159,195
2025-10,Chamarajanagar *,2,14,16
2025-10,Chamba,1559,756,2315
2025-10,Chamoli,756,642,1398
2025-10,Champawat,551,578,1129
2025-10,Champhai,308,176,484
2025-10,Chamrajanagar,985,868,1853
2025-10,Chamrajnagar,54,233,287
2025-10,Chandauli,2922,1704,4626
2025-10,Chandel,620,313,933
2025-10,Chandigarh,1539,1130,2669
2025-10,Chandrapur,2774,17211,19985
2025-10,Changlang,255,212,467
2025-10,Charaideo,548,343,891
2025-10,Charkhi Dadri,180,376,556
2025-10,Chatra,1263,1462,2725
2025-10,Chatrapati Sambhaji Nagar,14,74,88
2025-10,Chengalpattu,343,145,488
2025-10,Chennai,13628,4887,18515
2025-10,Chhatarpur,2683,2494,5177
2025-10,Chhatrapati Sambhajinagar,29,174,203
2025-10,Chhindwara,2524,3488,6012
2025-10,Chhotaudepur,401,386,787
2025-10,Chickmagalur,513,1145,1658
2025-10,Chikkaballapur,1142,1377,2519
2025-10,Chikkamagaluru,606,348,954
2025-10,Chikmagalur,17,109,126
2025-10,Chirang,2070,2074,4144
2025-10,Chitradurga,1949,2222,4171
2025-10,Chitrakoot,2896,1285,4181
2025-10,Chittaurgarh,21,112,133
2025-10,Chittoor,19337,6698,26035
2025-10,Chittorgarh,1016,1218,2234
2025-10,Chumukedima,23,12,35
2025-10,Churachandpur,2152,667,2819
2025-10,Churu,2796,3355,6151
2025-10,Coimbatore,3367,7854,11221
2025-10,Cooch Behar,1320,1894,3214
2025-10,Cuddalore,4788,8082,12870
2025-10,Cuddapah,10849,5852,16701
2025-10,Cuttack,6073,4590,10663
2025-10,Dadra & Nagar Haveli,3,38,41
2025-10,Dadra and Nagar Haveli,442,628,1070
2025-10,Dahod,1134,1590,2724
2025-10,Dakshin Bastar Dantewada,528,951,1479
2025-10,Dakshin Dinajpur,1060,2062,3122
2025-10,Dakshina Kannada,2783,2711,5494
2025-10,Daman,120,136,256
2025-10,Damoh,1807,2215,4022
2025-10,Dantewada,386,557,943
2025-10,Darbhanga,4323,6805,11128
2025-10,Darjeeling,588,1365,1953
2025-10,Darjiling,18,96,114
2025-10,Darrang,1420,1646,3066
2025-10,Datia,591,792,1383
2025-10,Dausa,2046,2552,4598
2025-10,Davanagere,61,681,742
2025-10,Davangere,2231,3262,5493
2025-10,Debagarh,1229,633,1862
2025-10,Deeg,0,12,12
2025-10,Dehradun,4358,3494,7852
2025-10,Deoghar,1865,1617,3482
2025-10,Deoria,4614,3629,8243
2025-10,Devbhumi Dwarka,324,203,527
2025-10,Dewas,2208,2970,5178
2025-10,Dhalai,1023,878,1901
2025-10,Dhalai  *,13,40,53
2025-10,Dhamtari,2657,3280,5937
2025-10,Dhanbad,2227,4057,6284
2025-10,Dhar,2098,2671,4769
2025-10,Dharashiv,11,40,51
2025-10,Dharmapuri,5188,3777,8965
2025-10,Dharwad,2528,2853,5381
2025-10,Dhaulpur,7,28,35
2025-10,Dhemaji,1034,2110,3144
2025-10,Dhenkanal,4748,2417,7165
2025-10,Dholpur,1543,1322,2865
2025-10,Dhubri,2540,4306,6846
2025-10,Dhule,3912,11546,15458
2025-10,Dibang Valley,27,5,32
2025-10,Dibrugarh,776,734,1510
2025-10,Dima Hasao,2,3,5
2025-10,Dimapur,976,1035,2011
2025-10,Dindigul,4729,6933,11662
2025-10,Dindori,1279,770,2049
2025-10,Diu,38,53,91
2025-10,Doda,2254,1442,3696
2025-10,Dohad,56,413,469
2025-10,Dr. B. R. Ambedkar Konaseema,653,240,893
2025-10,Dumka,1867,1599,3466
2025-10,Dungarpur,1657,1747,3404
2025-10,Durg,3409,3024,6433
2025-10,East,134,125,259
2025-10,East Champaran,4708,6197,10905
2025-10,East Delhi,2345,2751,5096
2025-10,East Garo Hills,75,78,153
2025-10,East Godavari,20988,7726,28714
2025-10,East Jaintia Hills,494,102,596
2025-10,East Kameng,280,154,434
2025-10,East Khasi Hills,884,799,1683
2025-10,East Midnapore,390,2402,2792
2025-10,East Midnapur,0,5,5
2025-10,East Nimar,437,1317,1754
2025-10,East Siang,281,98,379
2025-10,East Sikkim,206,67,273
2025-10,East Singhbhum,3103,3474,6577
2025-10,East midnapore,0,1,1
2025-10,Eluru,381,267,648
2025-10,Ernakulam,2754,5510,8264
2025-10,Erode,8972,6195,15167
2025-10,Etah,1989,1357,3346
2025-10,Etawah,2869,1425,4294
2025-10,Faizabad,4471,2194,6665
2025-10,Faridabad,4333,3252,7585
2025-10,Faridkot,1084,1300,2384
2025-10,Farrukhabad,2930,1336,4266
2025-10,Fatehabad,2793,3037,5830
2025-10,Fatehgarh Sahib,1618,868,2486
2025-10,Fatehpur,3237,2469,5706
2025-10,Fazilka,2574,1865,4439
2025-10,Ferozepur,1546,1377,2923
2025-10,Firozabad,4136,1743,5879
2025-10,Firozpur,156,624,780
2025-10,Gadag,1301,1458,2759
2025-10,Gadag *,25,125,150
2025-10,Gadchiroli,3138,17459,20597
2025-10,Gajapati,4540,1993,6533
2025-10,Ganderbal,408,322,730
2025-10,Gandhinagar,565,897,1462
2025-10,Ganganagar,1630,2569,4199
2025-10,Ganjam,8705,6182,14887
2025-10,Garhwa,1499,2649,4148
2025-10,Garhwa *,15,283,298
2025-10,Garhwal,9,44,53
2025-10,Gariyaband,1044,2906,3950
2025-10,Gaurela-pendra-marwahi,78,44,122
2025-10,Gautam Buddha Nagar,2629,2191,4820
2025-10,Gautam Buddha Nagar *,0,2,2
2025-10,Gaya,3434,4886,8320
2025-10,Ghaziabad,4857,4198,9055
2025-10,Ghazipur,5667,3704,9371
2025-10,Gir Somnath,635,385,1020
2025-10,Giridih,2354,2543,4897
2025-10,Goalpara,2492,2277,4769
2025-10,Godda,1882,1606,3488
2025-10,Golaghat,1089,1290,2379
2025-10,Gomati,433,204,637
2025-10,Gonda,6409,3548,9957
2025-10,Gondia,6,285,291
2025-10,Gondiya,2080,9178,11258
2025-10,Gondiya *,11,360,371
2025-10,Gopalganj,2298,3716,6014
2025-10,Gorakhpur,5382,5339,10721
2025-10,Gulbarga,1518,3487,5005
2025-10,Gumla,1897,2671,4568
2025-10,Guna,1722,1820,3542
2025-10,Guntur,17165,8852,26017
2025-10,Gurdaspur,2266,4402,6668
2025-10,Gurgaon,2611,2172,4783
2025-10,Gwalior,2140,2055,4195
2025-10,HOOGHLY,2,7,9
2025-10,HOWRAH,2,7,9
2025-10,Hailakandi,742,1513,2255
2025-10,Hamirpur,3844,1690,5534
2025-10,Hanumakonda,197,666,863
2025-10,Hanumangarh,1580,2189,3769
2025-10,Haora,304,1627,1931
2025-10,Hapur,2726,1131,3857
2025-10,Harda,624,807,1431
2025-10,Harda *,150,381,531
2025-10,Hardoi,9193,3125,12318
2025-10,Hardwar,8,79,87
2025-10,Haridwar,3687,2514,6201
2025-10,Hasan,186,814,1000
2025-10,Hassan,1536,1277,2813
2025-10,Hathras,2086,1067,3153
2025-10,Haveri,1705,1971,3676
2025-10,Haveri *,31,123,154
2025-10,Hawrah,1,2,3
2025-10,Hazaribag,60,275,335
2025-10,Hazaribagh,1495,1649,3144
2025-10,Hingoli,2515,6739,9254
2025-10,Hingoli *,0,2,2
2025-10,Hisar,4066,4466,8532
2025-10,Hnahthial,1,1,2
2025-10,Hojai,1503,2652,4155
2025-10,Hooghiy,0,3,3
2025-10,Hooghly,3969,6072,10041
2025-10,Hoshangabad,1463,2230,3693
2025-10,Hoshiarpur,1352,3042,4394
2025-10,Howrah,2283,3520,5803
2025-10,Hugli,9,51,60
2025-10,Hyderabad,16429,13057,29486
2025-10,Idukki,920,1967,2887
2025-10,Imphal East,5515,2355,7870
2025-10,Imphal West,4764,1802,6566
2025-10,Indore,4176,5436,9612
2025-10,JAJPUR,1752,784,2536
2025-10,Jabalpur,3852,4645,8497
2025-10,Jagatsinghapur,3678,1547,5225
2025-10,Jagatsinghpur,415,1221,1636
2025-10,Jagitial,936,313,1249
2025-10,Jaintia Hills,1,1,2
2025-10,Jaipur,6653,8716,15369
2025-10,Jaisalmer,928,918,1846
2025-10,Jajapur,2471,2199,4670
2025-10,Jajpur,7,16,23
2025-10,Jalandhar,1952,4766,6718
2025-10,Jalaun,2365,1590,3955
2025-10,Jalgaon,7690,29441,37131
2025-10,Jalna,3866,13508,17374
2025-10,Jalor,2232,2244,4476
2025-10,Jalpaiguri,1515,2830,4345
2025-10,Jammu,7511,3223,10734
2025-10,Jamnagar,1054,1182,2236
2025-10,Jamtara,869,1097,1966
2025-10,Jamui,2186,2337,4523
2025-10,Jangaon,28,24,52
2025-10,Jangoan,614,421,1035
2025-10,Janjgir - Champa,0,26,26
2025-10,Janjgir Champa,3,30,33
2025-10,Janjgir-champa,5028,8974,14002
2025-10,Jashpur,2892,2126,5018
2025-10,Jaunpur,8419,5397,13816
2025-10,Jayashankar Bhupalpally,307,248,555
2025-10,Jehanabad,1018,1351,2369
2025-10,Jhabua,1483,1563,3046
2025-10,Jhajjar,1613,2253,3866
2025-10,Jhalawar,1142,1756,2898
2025-10,Jhansi,3809,2448,6257
2025-10,Jhargram,148,125,273
2025-10,Jharsuguda,1741,857,2598
2025-10,Jhunjhunu,52,139,191
2025-10,Jhunjhunun,2255,3030,5285
2025-10,Jind,2424,3679,6103
2025-10,Jiribam,59,115,174
2025-10,Jodhpur,4430,4236,8666
2025-10,Jogulamba Gadwal,847,581,1428
2025-10,Jorhat,1622,1173,2795
2025-10,Junagadh,892,2000,2892
2025-10,Jyotiba Phule Nagar,0,24,24
2025-10,K.V.Rangareddy,52,164,216
2025-10,K.v. Rangareddy,14298,11047,25345
2025-10,KOLKATA,0,1,1
2025-10,Kabeerdham,1039,899,1938
2025-10,Kachchh,1557,1684,3241
2025-10,Kaimur (Bhabua),2653,2986,5639
2025-10,Kaithal,2083,2389,4472
2025-10,Kakching,145,48,193
2025-10,Kakinada,954,324,1278
2025-10,Kalaburagi,2778,1494,4272
2025-10,Kalahandi,4263,3736,7999
2025-10,Kalimpong,26,25,51
2025-10,Kallakurichi,179,158,337
2025-10,Kamareddy,1114,654,1768
2025-10,Kamle,3,2,5
2025-10,Kamrup,2333,2603,4936
2025-10,Kamrup Metro,1090,1026,2116
2025-10,Kancheepuram,10372,6661,17033
2025-10,Kandhamal,3004,2273,5277
2025-10,Kangra,5603,2307,7910
2025-10,Kanker,987,1971,2958
2025-10,Kannauj,3074,1465,4539
2025-10,Kanniyakumari,4074,2883,6957
2025-10,Kannur,2523,4932,7455
2025-10,Kanpur Dehat,2647,1369,4016
2025-10,Kanpur Nagar,7063,5091,12154
2025-10,Kanyakumari,2886,469,3355
2025-10,Kapurthala,735,1678,2413
2025-10,Karaikal,482,752,1234
2025-10,Karauli,1927,1501,3428
2025-10,Karbi Anglong,2438,1987,4425
2025-10,Kargil,413,132,545
2025-10,Karim Nagar,82,163,245
2025-10,Karimganj,2065,2308,4373
2025-10,Karimnagar,8361,8317,16678
2025-10,Karnal,2148,3339,5487
2025-10,Karur,2696,1607,4303
2025-10,Kasaragod,1321,2246,3567
2025-10,Kasargod,27,284,311
2025-10,Kasganj,2345,1292,3637
2025-10,Kathua,2622,1008,3630
2025-10,Katihar,4651,8565,13216
2025-10,Katni,2431,2259,4690
2025-10,Kaushambi,3658,1811,5469
2025-10,Kawardha,1415,2302,3717
2025-10,Kendrapara,4389,2642,7031
2025-10,Kendujhar,5258,3245,8503
2025-10,Khagaria,1645,1991,3636
2025-10,Khairagarh Chhuikhadan Gandai,6,14,20
2025-10,Khammam,8968,5039,14007
2025-10,Khandwa,1632,1230,2862
2025-10,Khargone,2169,3183,5352
2025-10,Khawzawl,3,0,3
2025-10,Kheda,1034,2120,3154
2025-10,Kheri,8501,3234,11735
2025-10,Khorda,4218,2704,6922
2025-10,Khordha,319,2060,2379
2025-10,Khowai,226,153,379
2025-10,Khunti,822,1445,2267
2025-10,Kinnaur,319,131,450
2025-10,Kiphire,280,192,472
2025-10,Kishanganj,2971,6220,9191
2025-10,Kishtwar,631,633,1264
2025-10,Koch Bihar,174,1031,1205
2025-10,Kodagu,470,627,1097
2025-10,Kodarma,42,201,243
2025-10,Koderma,669,791,1460
2025-10,Kohima,583,665,1248
2025-10,Kokrajhar,1247,2626,3873
2025-10,Kolar,1747,1946,3693
2025-10,Kolasib,445,93,538
2025-10,Kolhapur,5675,11931,17606
2025-10,Kolkata,1797,4097,5894
2025-10,Kollam,2789,4467,7256
2025-10,Komaram Bheem,867,442,1309
2025-10,Kondagaon,1048,2417,3465
2025-10,Koppal,1860,1889,3749
2025-10,Koraput,3945,3921,7866
2025-10,Korba,2096,5856,7952
2025-10,Koriya,1661,2732,4393
2025-10,Kota,1594,2014,3608
2025-10,Kottayam,1687,3213,4900
2025-10,Kozhikode,2811,6462,9273
2025-10,Kra Daadi,53,22,75
2025-10,Krishna,13069,7233,20302
2025-10,Krishnagiri,10111,3028,13139
2025-10,Kulgam,1060,413,1473
2025-10,Kullu,1539,402,1941
2025-10,Kupwara,2046,1667,3713
2025-10,Kurnool,23968,10978,34946
2025-10,Kurukshetra,1193,2558,3751
2025-10,Kurung Kumey,118,51,169
2025-10,Kushinagar,4629,4676,9305
2025-10,Kushinagar *,1,3,4
2025-10,Lahaul and Spiti,3,6,9
2025-10,Lahul & Spiti,20,93,113
2025-10,Lahul and Spiti,77,27,104
2025-10,Lakhimpur,1055,3140,4195
2025-10,Lakhisarai,1128,1620,2748
2025-10,Lakshadweep,300,158,458
2025-10,Lalitpur,2410,1591,4001
2025-10,Latehar,1104,860,1964
2025-10,Latur,4097,12268,16365
2025-10,Lawngtlai,173,173,346
2025-10,Leh,471,99,570
2025-10,Leh (ladakh),4,0,4
2025-10,Leparada,14,1,15
2025-10,Lohardaga,645,974,1619
2025-10,Lohit,196,96,292
2025-10,Longding,123,46,169
2025-10,Longleng,50,69,119
2025-10,Lower Dibang Valley,270,77,347
2025-10,Lower Siang,87,9,96
2025-10,Lower Subansiri,280,96,376
2025-10,Lucknow,7187,5109,12296
2025-10,Ludhiana,5064,5583,10647
2025-10,Lunglei,205,188,393
2025-10,MALDA,1,6,7
2025-10,Madhepura,2243,4176,6419
2025-10,Madhubani,5555,6946,12501
2025-10,Madurai,9790,6560,16350
2025-10,Mahabub Nagar,174,3184,3358
2025-10,Mahabubabad,866,399,1265
2025-10,Mahabubnagar,13014,9088,22102
2025-10,Maharajganj,3660,2774,6434
2025-10,Mahasamund,1680,3271,4951
2025-10,Mahbubnagar,540,1789,2329
2025-10,Mahendragarh,1391,2082,3473
2025-10,Mahesana,898,1571,2469
2025-10,Mahisagar,495,407,902
2025-10,Mahoba,1605,785,2390
2025-10,Mahrajganj,2,0,2
2025-10,Maihar,19,135,154
2025-10,Mainpuri,2600,1495,4095
2025-10,Majuli,95,317,412
2025-10,Malappuram,4334,8259,12593
2025-10,Malda,2672,4602,7274
2025-10,Maldah,227,1202,1429
2025-10,Malerkotla,320,360,680
2025-10,Malkangiri,3224,1625,4849
2025-10,Mamit,315,107,422
2025-10,Mammit,74,100,174
2025-10,Mancherial,1270,458,1728
2025-10,Mandi,4595,1907,6502
2025-10,Mandla,1565,1277,2842
2025-10,Mandsaur,1289,1812,3101
2025-10,Mandya,2181,2511,4692
2025-10,Manendragarh–Chirmiri–Bharatpur,3,13,16
2025-10,Mansa,2047,1851,3898
2025-10,Marigaon,1247,3568,4815
2025-10,Mathura,4777,2358,7135
2025-10,Mau,3400,3083,6483
2025-10,Mauganj,6,177,183
2025-10,Mayiladuthurai,167,85,252
2025-10,Mayurbhanj,8151,5259,13410
2025-10,Medak,11193,10901,22094
2025-10,Medchal-malkajgiri,1860,1096,2956
2025-10,Medchal−malkajgiri,770,263,1033
2025-10,Medinipur,4,11,15
2025-10,Meerut,6352,4320,10672
2025-10,Meluri,6,70,76
2025-10,Mewat,4207,2053,6260
2025-10,Mirzapur,5164,2495,7659
2025-10,Moga,1985,2526,4511
2025-10,Mohali,1,0,1
2025-10,Mohalla-Manpur-Ambagarh Chowki,0,3,3
2025-10,Mohla-Manpur-Ambagarh Chouki,26,51,77
2025-10,Mokokchung,365,514,879
2025-10,Mon,883,793,1676
2025-10,Monghyr,0,18,18
2025-10,Moradabad,6536,3515,10051
